"household_id","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Dim.7","Dim.8"
1,5.27698279401122,0.262058919182855,-1.27121869948374,-2.4049981404795,-2.06738652881227,-0.503523676870681,-0.880786047327185,0.617685443588827
2,1.67148568217858,-0.326840842783371,-0.800471384486387,2.54980522406271,-2.82126302040529,-0.567072291070245,-0.766984356535,0.632874799163302
3,4.85429898426519,-0.201814293452836,-0.220552602237181,-1.92362107191689,-0.779161957967908,-0.632310593928143,0.0782415362478991,0.847304893333709
4,1.13892765086781,-0.201580388031905,-1.03998718111318,2.43473877663957,-3.28051577165316,-0.517238006417725,-2.15113446385531,0.101607267410166
5,-4.67955895158452,0.0335922132150303,-1.1261844328901,-1.23117216040804,-0.129435157096675,0.402241244986698,0.680757865618993,0.666368318235385
6,1.52585881130385,-3.56193813206232,0.047739586677336,-0.261921868775173,-0.933170638459938,-0.174445286778742,0.279780300336794,-1.76697659854506
7,4.15872375916347,0.487771104812311,0.0352941743099139,-0.661909704519877,-0.353383246111352,-0.763586807637771,-0.821970920358324,-0.654775326944593
8,3.98988425314124,0.213918627915877,0.963614210741894,-0.199021324512582,-1.30931792345423,-0.738219112093941,-0.770646546715261,-0.0290180872545198
9,-1.81967359812891,1.05701194420463,1.24850702289002,-4.48044298827088,1.38008290821088,0.169497007031998,0.435222081511008,0.114390338022969
10,-6.74931171386981,-0.984824795037001,0.730920062869019,-0.334361048197142,-0.55853666873571,0.582508702506621,-0.487498358326525,-1.61528419971795
11,-4.32594188190273,0.886294315179057,-2.07957457422438,-0.662770004340239,2.09425677886933,0.0665731552397302,1.51393315427645,1.28411251471934
12,-3.85574905445617,2.36176758111565,-1.05608386511796,-0.791849729942854,1.00212998344818,-0.177672677088696,-2.89228475445701,0.501106986402436
13,5.70504199760878,1.22352599704682,-0.0970679973545204,-0.832646461006133,3.04516111465025,1.38239860379549,-0.716681933026391,0.580489031803713
14,3.27443451251583,-0.131979158929918,-0.630073155047951,-0.240294594176065,1.34566699600541,-0.747652858100951,1.21248173729961,-0.323996870555181
15,-2.80745215650505,4.55567273104615,-1.60983474408215,2.75808205048596,-1.81988914567248,-0.266635962599181,0.282895168631763,-1.52303399321012
16,-0.485098211825677,-2.2130962223249,-2.28053695000184,3.31056405660611,-0.921929629286182,-0.419749539366343,-0.11846806481853,-0.582116749750927
17,1.67343247150238,0.571517927098238,1.15583803233619,2.58144348258197,-0.471732682276144,-1.00999297020427,-1.2133268640288,1.4457698981569
18,4.36227282919858,0.608460201212629,-0.96881048600491,-1.15600959847834,-0.237368714652866,-0.750149183305433,-1.03527501224754,-0.269992666715181
19,3.14107332265532,-0.791839575518814,1.23898016505936,-0.775109139672961,1.07640479297527,-0.719563588339435,0.870069036703729,0.240873667649259
20,3.07500154406057,0.0826162118453004,0.583066528068052,-0.0894665690011344,1.29030231237429,-0.847867611493045,-0.481063510205947,-1.54732784537396
21,-3.14644345009452,4.13673700981154,-1.81712991966716,1.55536915077994,1.78421366518922,-0.587535243146212,-0.351936967377071,0.16073729947467
22,5.16109136314143,0.855937379081985,0.176566260274927,0.236106608965085,0.507439249650396,4.9107829298691,-1.84767821484089,-0.115212132612126
23,-1.23063687845871,-3.39537119829986,-1.91355971338887,2.06760420732452,-0.571887321498028,-0.215615010217204,0.138639178638497,0.110080893418854
24,-4.5618438305145,1.99698798434564,1.95010124200357,-0.251515488887873,1.54731343171188,-0.160540883379273,-0.620968918283182,0.359820398564779
25,1.03644517234352,0.890980864714558,0.41041400240394,3.04554626046466,-1.57261850313396,-0.794489374216058,-1.12878543639113,0.235194833434569
26,-2.70011091793447,-5.2861349928308,3.25761339312699,0.687707646108466,0.138564361715506,-0.0128218079259275,-0.526940238989339,0.206131686299175
27,1.3946751678216,-3.43772218721274,-2.15284200343263,-1.81418841546812,-1.85162042235341,0.0418258256020617,-1.29967104143971,-1.14370487341359
28,-0.448739968328386,-3.61720438654716,-1.84746154217812,1.43077958171274,-1.60270957375986,-0.122325888365981,0.269176602579484,0.774054205536619
29,1.79040027592101,-1.31569742025022,-0.939157638220954,0.653530518527537,0.211234712627776,-0.523674872200253,1.34525002597975,0.0199815755566276
30,-2.10880183240957,5.78814558615493,-1.86546294958133,2.97687605840299,1.70054120158589,-0.805862465555254,1.17395967595351,-0.080319939347304
31,6.98874910613916,2.2599653131586,-3.16888985437597,-0.0542692248742415,2.49239177517288,4.47233269132804,-1.89568740020677,1.98717553682807
32,2.49036513373161,-1.07301628716269,-1.33504853642124,0.0750080046393124,1.09742683165024,-0.639397083669428,0.255644264337079,-1.18714111143267
33,-4.97733225598186,0.85412015304697,1.38213340790882,-0.483599526083484,0.956908972130707,0.126205714752742,0.694951284897011,0.332085081483451
34,-2.9485328788386,3.75980091108359,-2.8624807436079,1.31582546615598,0.817732317769136,-0.417287165313977,-0.102246554209417,0.245832647013034
35,-3.1632338332589,3.91913496522691,-2.32099407034385,1.56270976164395,0.65303649352752,-0.446904167297108,-0.69541120566965,-0.204908412023624
36,1.32417284094963,-4.13679183642853,0.808523789735309,-2.24663716270028,0.630610116167154,-0.135361712959482,1.08403616884402,0.00974640197139932
37,0.977078438977207,-1.48061363542336,-3.05792993057916,1.71829644373607,-1.1261710456601,-0.434200569771977,0.813685829895717,1.74986176452679
38,-0.796736867778113,0.104055483250302,-5.38891821951843,1.46713396101178,-3.47913942533842,0.122742075276966,0.480132930575673,0.0253526613469272
39,4.07740179725785,0.379944162271555,1.18638308148974,-1.29100619540412,-1.04068851472003,-0.687761192465403,-1.14346620530952,-0.110861714973064
40,1.87376431086081,0.0641716822037847,0.996212587012871,1.67642486185631,1.4830603178278,-0.946561931400278,-0.740149767339108,-2.06304870733683
41,-0.231435181233056,-4.88571458847491,1.13631097965691,-0.884097287991496,-1.41672676128261,0.0161827186417723,-0.729756065498845,2.35574117637823
42,4.49682785240724,0.553679695593925,2.47484596061301,-1.10669525797284,0.196232502465611,-0.864325645632225,-0.00928614438695648,-0.231108705231122
43,2.56314351845319,-2.0065239134966,-0.178065221532203,-1.23262734277902,1.38337679280633,-0.508001253101586,1.55171780355476,0.0300973647767683
44,-4.52479050251533,0.110439279790429,-0.429210185239596,-1.43592291146401,-0.718825745043855,0.431596629356368,0.406634714470926,0.701860092194685
45,-1.0932156550002,-2.72007858444547,-3.07508291435065,2.28858989161875,-1.44898251527545,-0.181543599358431,-0.643011844643509,-0.354110615124743
46,2.29926834372361,-0.608755966741041,0.783229590105863,2.46843108908593,-1.39550298171257,5.25355707622555,-0.790033209515253,1.08043612172898
47,-1.84951815574695,-6.40659435969366,-1.27080198769128,-0.795149277665703,-1.59972227700008,0.4502734326278,0.173012019384053,1.32507482365001
48,1.67556043446095,-1.19114476224986,-0.0679156228495068,3.33574353484747,-2.06444854828797,-0.608346812053682,1.02538048763186,0.612089197688151
49,3.36826699843888,0.0586844474036903,1.1124782689814,0.978128267384519,0.69119486591799,-0.966495437434036,0.484858211256827,0.342754807621898
50,-5.23983779649911,-0.710712329702729,-1.8068497304145,-1.35447630379496,-1.04622445083157,0.614398727622404,-0.15850472840493,-0.0663202083606499
51,-0.738631305386351,-4.53579092191111,0.626137869991877,-1.99330611081596,0.47971760479518,0.0075991350231031,-1.50895535484985,0.15962912564264
52,-1.20932071088781,-2.8245322071132,-0.896190147406498,2.17610171824211,-0.717916795225641,-0.30624631145456,-0.40034396157956,-0.0262354967852105
53,-2.28827848964805,1.07128585658381,1.4218654435997,-4.00056073133863,2.40843122858526,0.0693098511706769,0.598143962664354,-0.334249590960294
54,-4.6101935237356,-0.508893756908713,-0.17714729481591,-1.64922945953461,-1.11489783325093,0.59772306892622,1.7255173288359,0.956886879550326
55,-1.59680205459969,-5.34078098787925,-1.16029435883449,-0.228471458110494,0.161299767974863,0.106393492588805,0.364796724101716,1.66072427099017
56,3.72122218042982,0.0267691337489126,-0.75520159155668,-0.882040346458306,-0.0159938835367433,-0.732406293740472,-1.25530040653564,-0.398231417428906
57,1.35451242298178,-3.50250790668951,-1.52392582708881,-0.857982292591831,0.673510066293227,-0.287321983038064,0.571420639070766,-0.422427926958104
58,3.86571787946071,0.125339820440348,-0.51081259456392,-0.0729976512303284,1.82876972545561,-0.994139466974418,0.0661330964033315,0.000309160304456048
59,1.10024765042294,5.65589047161745,-0.692793406288007,-1.92799441207767,0.575569565855638,-0.56846712730976,-0.306818608978487,-0.860843552337768
60,-4.1707610734252,0.323035319905937,1.9074379728536,-1.57566981064126,-0.897198071570907,0.409078976391465,1.8863995305549,1.33337670199366
61,-4.19992421073073,-0.106993744342881,-0.479071233468134,-1.68447749107653,-0.691504877122675,0.492650405988154,1.87027994447675,1.38844077418934
62,0.106650347326005,5.16111252503219,0.762243552116961,-1.15849274026224,0.400663709232257,-0.469660097312864,0.575226031500095,-1.66111369937621
63,-6.21605924873437,-0.201474533602848,-1.25518263078873,-0.0763104691266474,1.05526378901019,0.31246087409574,-0.605889552063036,-1.06071529306793
64,0.713562954300161,-3.47505576869519,-0.0318594460380716,-1.2594841643197,0.244463957513968,-0.171867107600417,-0.144211155439814,-1.22256726479951
65,0.0286411766251548,-1.52734023940419,-2.47208884065188,3.27727150092862,-2.34266012113848,-0.288252305081041,0.463696491205364,-0.591962687996573
66,-5.20866112654836,0.444930830993404,-0.272397032816479,-0.462128411230312,1.10320592607459,0.200907486921172,0.531196179280068,0.136249450877173
67,6.22852464577781,0.947684482242279,-0.168267046940083,-1.09637635675094,0.782282932674773,4.9848118033347,-0.268459687213691,1.12839446170233
68,3.5171938433858,0.0599131944755331,-1.00990211642958,0.0227356326886448,1.90348753517631,-0.805961760814517,2.64519651110763,0.288141708852025
69,0.045579537079228,-5.92600437013901,2.25604377824709,-3.2450909748754,0.862331188581429,0.185066921420436,0.67496026844046,0.0174573671551813
70,-5.19434649066625,-1.39976678890534,-4.50195970260728,-1.67891286732187,-1.19553912105673,0.785135488148318,0.0761697450059424,0.12605669493854
71,2.89862852290898,0.0312624788332001,-0.856129373537914,0.150062132018803,-1.6759017960679,-0.521364818215813,-0.846797616391171,-1.26354798481261
72,2.88614736753543,-0.391135794112844,1.21649051908453,-0.0511898228373884,-0.0312591537182672,-0.717273259619671,-0.659345970539209,-0.733201011244249
73,-1.33623296439504,-4.54712169519424,-2.12695558733216,2.12285348982842,-0.113376301756103,-0.195767584439018,0.38255913943651,0.140291532366579
74,4.433105950055,0.493063078653613,3.2030925446279,0.210733379106045,-0.220770950219407,-0.913093980474913,1.44897363787952,0.0479706684303601
75,-1.92349076238644,5.81838855659776,-2.18481423541004,3.20368273248632,1.9871988207912,-0.79590847742837,2.75275043497047,0.266567925209104
76,-4.72709145574273,0.32061013950043,-0.0558367840839549,-1.07343200793327,-0.0415455470578406,0.328187064861796,0.519304376554735,0.545880778707224
77,4.08005678175221,1.39895104950041,1.29346229978626,-0.27006167642176,0.0477542598333304,-0.981477439038328,-1.44467780594188,-0.473015801535577
78,-3.07146561978289,-6.80117626054587,1.43161886549302,0.718660816746979,0.147969549923151,0.227200072171569,0.690568706731276,0.090625046772704
79,4.14362034327399,0.156292837082844,-1.56336135092406,-0.655027098114153,1.04299872858936,-0.796348365332544,0.747901140082099,0.0979118643524481
80,4.43531319694567,3.02251600088274,1.00273620589958,2.52315894348427,1.37731932608482,4.64001426588964,0.141441334643748,0.265403438728228
81,1.67432930703559,-0.29957506341732,0.753271949290988,2.6426195428484,-1.27689630332856,2.05020480707733,0.282150056939505,0.915275427659741
82,-4.47516157858981,-1.43566686549523,-2.9515296508792,-2.43276724020874,-2.57535923602978,0.917689713852163,0.912214055454861,0.930493252447901
83,-4.2196055867726,-1.11294299088139,-4.34305798570526,1.08737334085722,4.22945280187555,-0.353326066080983,-1.49878229281989,0.055822370311206
84,-2.78073267051108,0.531014243014084,-2.70945361143403,-3.55867715218986,0.111374473675896,0.338977628816707,-1.20540646209049,0.249927430954304
85,1.88575213395341,-2.08214354223302,0.945822867101129,0.660763213650723,0.822552142503268,-0.591789716797908,1.41880867310451,-0.965349147912035
